security,horizon,fold,regime,scheme,feature,importance_type,value,bucket
NOR_10Y,252,Block_GFC,GFC,block_cv,chg_lag1,PredictionValuesChange,0.0,momentum
NOR_10Y,252,Block_GFC,GFC,block_cv,chg_lag2,PredictionValuesChange,0.0,momentum
NOR_10Y,252,Block_GFC,GFC,block_cv,chg_lag3,PredictionValuesChange,0.0,momentum
NOR_10Y,252,Block_GFC,GFC,block_cv,chg_lag4,PredictionValuesChange,0.0,momentum
NOR_10Y,252,Block_GFC,GFC,block_cv,chg_lag5,PredictionValuesChange,0.0,momentum
NOR_10Y,252,Block_GFC,GFC,block_cv,carry_roll,PredictionValuesChange,18.78494853934992,carry_roll
NOR_10Y,252,Block_GFC,GFC,block_cv,mom_63d,PredictionValuesChange,0.0,momentum
NOR_10Y,252,Block_GFC,GFC,block_cv,mom_1m,PredictionValuesChange,0.0,momentum
NOR_10Y,252,Block_GFC,GFC,block_cv,mom_3m,PredictionValuesChange,0.0,momentum
NOR_10Y,252,Block_GFC,GFC,block_cv,mom_6m,PredictionValuesChange,0.0,momentum
NOR_10Y,252,Block_GFC,GFC,block_cv,mom_12m,PredictionValuesChange,0.0,momentum
NOR_10Y,252,Block_GFC,GFC,block_cv,dev_ma_3m,PredictionValuesChange,0.0,curve
NOR_10Y,252,Block_GFC,GFC,block_cv,dev_ma_12m,PredictionValuesChange,0.0,curve
NOR_10Y,252,Block_GFC,GFC,block_cv,vol_20d,PredictionValuesChange,0.0,vol
NOR_10Y,252,Block_GFC,GFC,block_cv,vol_regime,PredictionValuesChange,0.0,vol
NOR_10Y,252,Block_GFC,GFC,block_cv,vol_zscore,PredictionValuesChange,0.0,vol
NOR_10Y,252,Block_GFC,GFC,block_cv,level_zscore,PredictionValuesChange,0.0,curve
NOR_10Y,252,Block_GFC,GFC,block_cv,slope_10_1,PredictionValuesChange,0.0,curve
NOR_10Y,252,Block_GFC,GFC,block_cv,slope_10_5,PredictionValuesChange,0.0,curve
NOR_10Y,252,Block_GFC,GFC,block_cv,slope_5_1,PredictionValuesChange,0.0,curve
NOR_10Y,252,Block_GFC,GFC,block_cv,sofr_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,ibor_level,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,ibor_chg_1d,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,ibor_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,ibor_term_slope,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,swap_ibor_basis,PredictionValuesChange,0.0,curve
NOR_10Y,252,Block_GFC,GFC,block_cv,move_level,PredictionValuesChange,0.0,vol
NOR_10Y,252,Block_GFC,GFC,block_cv,move_zscore,PredictionValuesChange,0.0,vol
NOR_10Y,252,Block_GFC,GFC,block_cv,vix_level,PredictionValuesChange,0.0,vol
NOR_10Y,252,Block_GFC,GFC,block_cv,vix_zscore,PredictionValuesChange,0.0,vol
NOR_10Y,252,Block_GFC,GFC,block_cv,v2x_level,PredictionValuesChange,0.0,vol
NOR_10Y,252,Block_GFC,GFC,block_cv,vxn_level,PredictionValuesChange,0.0,vol
NOR_10Y,252,Block_GFC,GFC,block_cv,ovx_level,PredictionValuesChange,0.0,vol
NOR_10Y,252,Block_GFC,GFC,block_cv,gvz_level,PredictionValuesChange,0.0,vol
NOR_10Y,252,Block_GFC,GFC,block_cv,spx_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,spx_mom_3m,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,sx5e_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,sx5e_mom_3m,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,mxwo_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,ndx_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,oil_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,oil_mom_3m,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,copper_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,opec_prod,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,natgas_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,be5y_level,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,be10y_level,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,be_slope,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,be5y_chg_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,ig_spread,PredictionValuesChange,0.0,credit
NOR_10Y,252,Block_GFC,GFC,block_cv,hy_spread,PredictionValuesChange,0.0,credit
NOR_10Y,252,Block_GFC,GFC,block_cv,ig_chg_1m,PredictionValuesChange,0.0,credit
NOR_10Y,252,Block_GFC,GFC,block_cv,hy_chg_1m,PredictionValuesChange,0.0,credit
NOR_10Y,252,Block_GFC,GFC,block_cv,cpi_yoy,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,pce_core_chg,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,nfp_change,PredictionValuesChange,29.991048410300607,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,pmi_us,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,pmi_eur,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,unemp_eur,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,cpi_nsa_level,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,pce_core_level,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,eur_3m,PredictionValuesChange,14.090080465953424,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,eur_1w,PredictionValuesChange,0.0,macro
NOR_10Y,252,Block_GFC,GFC,block_cv,nor_ibor_1m,PredictionValuesChange,0.0,norway
NOR_10Y,252,Block_GFC,GFC,block_cv,nor_ibor_6m,PredictionValuesChange,0.0,norway
NOR_10Y,252,Block_GFC,GFC,block_cv,nor_ecb_dfr_chg,PredictionValuesChange,0.0,norway
NOR_10Y,252,Block_GFC,GFC,block_cv,nor_ecb_dfr_level,PredictionValuesChange,0.0,norway
NOR_10Y,252,Block_GFC,GFC,block_cv,nor_eurnok_chg_1d,PredictionValuesChange,0.0,norway
NOR_10Y,252,Block_GFC,GFC,block_cv,nor_eurnok_level,PredictionValuesChange,0.0,norway
NOR_10Y,252,Block_GFC,GFC,block_cv,nor_eurnok_mom_1m,PredictionValuesChange,0.0,norway
