security,horizon,fold,feature,relevance
NOR_10Y,252,GFC,chg_lag1,0.0
NOR_10Y,252,GFC,chg_lag2,0.0
NOR_10Y,252,GFC,chg_lag3,0.0
NOR_10Y,252,GFC,chg_lag4,0.0
NOR_10Y,252,GFC,chg_lag5,0.0
NOR_10Y,252,GFC,carry_roll,0.0
NOR_10Y,252,GFC,mom_63d,0.0
NOR_10Y,252,GFC,mom_1m,0.0
NOR_10Y,252,GFC,mom_3m,0.0
NOR_10Y,252,GFC,mom_6m,0.0
NOR_10Y,252,GFC,mom_12m,0.0
NOR_10Y,252,GFC,dev_ma_3m,0.0
NOR_10Y,252,GFC,dev_ma_12m,0.0
NOR_10Y,252,GFC,vol_20d,0.0
NOR_10Y,252,GFC,vol_regime,0.0
NOR_10Y,252,GFC,vol_zscore,0.0
NOR_10Y,252,GFC,level_zscore,0.0
NOR_10Y,252,GFC,slope_10_1,0.0
NOR_10Y,252,GFC,slope_10_5,0.0
NOR_10Y,252,GFC,slope_5_1,0.0
NOR_10Y,252,GFC,sofr_mom_1m,0.0
NOR_10Y,252,GFC,ibor_level,0.0
NOR_10Y,252,GFC,ibor_chg_1d,0.0
NOR_10Y,252,GFC,ibor_mom_1m,0.0
NOR_10Y,252,GFC,ibor_term_slope,0.0
NOR_10Y,252,GFC,swap_ibor_basis,0.0
NOR_10Y,252,GFC,move_level,0.0
NOR_10Y,252,GFC,move_zscore,0.0
NOR_10Y,252,GFC,vix_level,0.0
NOR_10Y,252,GFC,vix_zscore,0.0
NOR_10Y,252,GFC,v2x_level,0.0
NOR_10Y,252,GFC,vxn_level,0.0
NOR_10Y,252,GFC,ovx_level,0.0
NOR_10Y,252,GFC,gvz_level,0.0
NOR_10Y,252,GFC,spx_mom_1m,0.0
NOR_10Y,252,GFC,spx_mom_3m,0.0
NOR_10Y,252,GFC,sx5e_mom_1m,0.0
NOR_10Y,252,GFC,sx5e_mom_3m,0.0
NOR_10Y,252,GFC,mxwo_mom_1m,0.0
NOR_10Y,252,GFC,ndx_mom_1m,0.0
NOR_10Y,252,GFC,oil_mom_1m,0.0
NOR_10Y,252,GFC,oil_mom_3m,0.0
NOR_10Y,252,GFC,copper_mom_1m,0.0
NOR_10Y,252,GFC,opec_prod,0.0
NOR_10Y,252,GFC,natgas_mom_1m,0.0
NOR_10Y,252,GFC,be5y_level,0.0
